,acc_ea-csp-lda,kappa_ea-csp-lda,delta_acc_vs_ea-csp-lda_ea-csp-lda,acc_ea-stack-multi-safe-csp-lda,kappa_ea-stack-multi-safe-csp-lda,delta_acc_vs_ea-csp-lda_ea-stack-multi-safe-csp-lda
1,0.6909722222222222,0.587962962962963,0.0,0.6909722222222222,0.587962962962963,0.0
2,0.2361111111111111,-0.0185185185185186,0.0,0.2361111111111111,-0.0185185185185186,0.0
3,0.75,0.6666666666666667,0.0,0.75,0.6666666666666667,0.0
4,0.4513888888888889,0.2685185185185185,0.0,0.4479166666666667,0.26388888888888884,-0.00347222222222221
5,0.3090277777777778,0.07870370370370372,0.0,0.3090277777777778,0.07870370370370372,0.0
6,0.3680555555555556,0.15740740740740744,0.0,0.3680555555555556,0.15740740740740744,0.0
7,0.5625,0.41666666666666663,0.0,0.5659722222222222,0.4212962962962963,0.00347222222222221
8,0.7118055555555556,0.6157407407407407,0.0,0.7118055555555556,0.6157407407407407,0.0
9,0.5763888888888888,0.43518518518518523,0.0,0.5763888888888888,0.43518518518518523,0.0
