method,n_subjects,mean_accuracy,std_accuracy,worst_accuracy,mean_kappa,std_kappa,worst_kappa,mean_delta_vs_baseline,delta_ci95_low,delta_ci95_high,neg_transfer_rate_vs_baseline,n_pos,n_neg,n_zero,p_wilcoxon_two_sided,p_wilcoxon_greater,p_sign_greater,accept_rate,p_wilcoxon_two_sided_holm,p_sign_greater_holm
ea-csp-lda,9,0.5173611111111112,0.1859909048992636,0.2361111111111111,0.3564814814814815,0.24798787319901813,-0.0185185185185186,0.0,0.0,0.0,0.0,0,0,9,,,,,,
ea-stack-multi-safe-csp-lda,9,0.5173611111111112,0.1862581042648104,0.2361111111111111,0.35648148148148145,0.24834413901974725,-0.0185185185185186,0.0,-0.0011574074074074032,0.0011574074074074032,0.1111111111111111,1,1,7,1.0,0.75,0.75,0.3333333333333333,1.0,0.75
